age,income,employment_length,debt_to_income,credit_history_length,num_credit_accounts,num_delinquencies,credit_utilization,loan_amount,credit_score,default_risk,loan_purpose,employment_type,home_ownership
33,178279,3.9993621101028283,0.3808612528846715,14.238489149621053,2,0,0.5875416098627222,8163,551,0,home,self_employed,own
51,22663,0.9747281043778426,0.11287475363574402,2.4428985375695,6,0,0.44243886160982193,11395,509,1,personal,full_time,rent
46,43799,0.8022098642497506,0.24563430442619072,1.4413662705743424,6,0,0.22377981573593175,3856,537,1,education,full_time,own
51,44188,4.266396807460472,0.31760503892682357,8.722310200008652,2,1,0.6223796603122765,2546,463,1,education,self_employed,own
46,20000,2.2825896861464687,0.3012103249715831,4.477634342228576,3,0,0.793747243554076,9516,456,1,education,part_time,own
26,28891,4.082772729754754,0.08243449315435154,9.423210026145815,3,1,0.16219763894197117,23800,534,0,auto,part_time,mortgage
36,41324,3.450537467843505,0.04071329394432452,6.691454776597202,2,0,0.6973610163065976,7292,524,1,personal,full_time,own
30,25701,4.609005426338015,0.18349283860863383,1.8441439827607393,5,0,0.6343958788199777,11655,498,1,education,part_time,own
55,255950,0.16319342336360354,0.037626327550416776,3.621184471621529,5,0,0.6144920946865451,30035,700,1,education,self_employed,own
25,20000,0.16693952478126756,0.5313705677647645,4.419911226992763,7,0,0.025863705333443503,8789,543,1,business,full_time,mortgage
50,93296,6.393395022910938,0.23811502050319358,3.5559989967421726,1,0,0.3653742843101141,13130,529,0,home,full_time,mortgage
50,72053,1.0729464913265363,0.3803534478083619,6.123312945460403,5,0,0.2618689197848251,6707,548,1,auto,full_time,own
61,35914,5.280616277711383,0.292219124796765,14.106703663078665,4,0,0.11036250886648158,6249,621,1,auto,self_employed,own
35,20000,3.9546370608664736,0.1661412397148273,8.690884339949791,4,1,0.03344544793227118,20219,550,1,home,full_time,own
48,20000,20.030149810255526,0.05952689310628971,26.11163010795793,3,0,0.6873288776499202,5327,685,0,home,full_time,rent
67,23995,9.021363537779994,0.20937197546541533,0.8976102516894049,2,1,0.23031656002291362,20072,493,1,home,unemployed,mortgage
32,20000,2.6647982646600186,0.25612771634480624,8.461274142752583,8,1,0.22023054518598814,2387,638,0,business,full_time,own
21,20000,4.790941785018031,0.2109185145476504,9.485001663547878,3,0,0.26379557557895045,8478,539,1,business,self_employed,rent
18,20000,0.6237897162368231,0.4864178715572763,4.779301513615671,1,0,0.8067950000041872,4644,391,1,education,self_employed,rent
48,106585,2.441946415189073,0.4285687450217058,1.6609726997513548,2,0,0.15592975508314083,13027,521,1,business,full_time,own
18,59561,6.619185166252189,0.397864390563187,3.826677865996288,1,0,0.22315434610998666,19088,499,1,education,unemployed,rent
35,68103,4.873196705575563,0.3390830727379333,0.346739698730352,8,2,0.0145751709245556,15588,560,1,education,part_time,mortgage
45,58166,3.312811751290937,0.18691390097219232,5.736052163288535,6,0,0.6854536967449871,27571,552,1,business,full_time,rent
42,41505,0.9711353594328807,0.3768396119039958,17.630848830902547,3,0,0.683969107291618,1000,524,1,personal,self_employed,rent
45,116838,8.126462833227345,0.5836901695492862,3.271958606725345,5,0,0.49701102975365075,4116,483,1,home,self_employed,rent
42,22278,1.5952899735746624,0.21005403144906912,5.538547766558937,6,0,0.7022556693337247,5027,456,1,education,full_time,own
55,39550,8.587317705706118,0.4020093107722999,11.487989884499639,5,0,0.07097362855989277,3021,621,1,personal,part_time,mortgage
28,66015,4.728714382504667,0.3720170704282328,2.819577830030643,4,0,0.4930694960291511,36936,541,1,personal,self_employed,own
31,20000,2.3319024274164013,0.27323603924549655,4.901164113020312,6,1,0.8688847243191672,11349,487,1,auto,full_time,rent
30,432471,0.20726316436241937,0.2007110445796645,7.0971445925676235,6,1,0.3275901470641822,4157,781,0,business,full_time,mortgage
49,37154,1.3225553242149002,0.3982037308560961,2.979205192888252,4,0,0.35317336471392224,2106,516,0,home,self_employed,rent
50,40684,10.994321251294624,0.1737987196581933,4.11644457471361,1,1,0.5468834561301656,12488,510,0,personal,unemployed,mortgage
45,99260,8.518038171171964,0.1880313285944444,0.4928031537458374,4,0,0.5225589603035691,8539,519,1,personal,unemployed,own
54,75505,4.276605117847477,0.1513752604649163,5.560241230202129,5,0,0.3061331247499425,3760,603,0,home,self_employed,rent
25,37438,3.1398174375976,0.43257194635515056,9.226955226813347,5,0,0.3433965848937618,43412,556,1,education,part_time,rent
60,40299,5.208457472463934,0.22479105147154607,3.5740003745717708,2,1,0.33216792287443664,6461,490,0,home,part_time,mortgage
58,20000,3.1391210344596034,0.4373114633624969,2.099796166199846,5,1,0.621861761969238,5176,430,1,business,self_employed,rent
48,23267,5.168406045571295,0.12694784255067956,0.17336990532635604,4,0,0.40070294432697784,24722,518,1,home,part_time,mortgage
61,54927,1.8365428313172103,0.3313213820468437,10.14316788694306,3,0,0.07711574507555972,11997,543,1,home,part_time,mortgage
20,51798,9.116164549567339,0.4203986690926614,5.807605491152854,3,1,0.225098888838379,7456,523,0,business,unemployed,mortgage
33,96464,6.051931525712565,0.389063517812659,2.2227690803247415,4,0,0.6640869287300916,17958,471,1,home,full_time,own
31,32978,2.0022059588882,0.1875292109884016,7.210525981092632,4,0,0.26112733912203906,7982,564,1,auto,full_time,own
48,20000,8.879414305801948,0.49303407639477165,10.00453554497093,5,1,0.6466116741934079,13397,453,0,home,unemployed,own
27,84574,3.3407367914572683,0.21888596058426082,6.332788820477298,0,0,0.7135038718327379,4692,456,1,business,self_employed,own
49,114562,0.9596712435768291,0.19943399584131702,2.3726882033079804,4,0,0.11779042024113844,3766,611,0,personal,self_employed,own
56,74503,0.40449120354033263,0.5863910093568168,4.0151509961972325,11,0,0.7163234350070128,3113,453,1,business,full_time,mortgage
48,31859,6.01329746277448,0.2873534681763473,1.2988852923214194,3,0,0.2473214197726667,21050,534,1,business,self_employed,own
43,83743,10.016878735713249,0.14888948435276905,2.262426772323548,7,0,0.06456709630429484,2745,620,1,personal,full_time,rent
28,500000,8.23678906351531,0.09600058921868887,4.778539030395551,6,1,0.32998982587708936,7206,754,0,auto,part_time,mortgage
29,39819,5.330498443918859,0.25510166959048436,2.440532748747866,3,0,0.4391233145565511,12801,484,1,auto,self_employed,rent
54,20000,0.762115356041708,0.09480382592975366,6.367080350860076,5,1,0.3058540788217914,2821,522,1,auto,full_time,own
49,22719,0.4938231155170578,0.43582422352802636,15.47375283057081,4,0,0.6552122647729693,13474,478,1,education,unemployed,own
39,59896,2.11582635170855,0.29705877274558096,7.04480027820893,1,1,0.16919908897470398,23564,445,1,home,part_time,own
34,20000,9.652035881727224,0.1963882781500905,1.036280818788184,6,0,0.438180141406836,15390,513,1,personal,unemployed,mortgage
18,41586,16.316264184421886,0.11505102450293343,3.5197795109550514,2,0,0.31651560112162563,8792,584,1,personal,part_time,rent
27,49230,1.3811452461124203,0.09339474560568423,4.21852527524876,4,0,0.17806197319451378,4202,596,0,home,part_time,rent
62,124007,7.17943331679643,0.344612789052243,18.26417225595661,3,1,0.3341282061893591,7191,616,0,business,full_time,own
24,103585,4.265044886315833,0.08946892560451758,4.180113156967716,4,1,0.5054545636177048,13990,610,1,auto,full_time,own
42,72523,0.16162105275542293,0.3022232340604325,7.253784562224893,6,0,0.41101580576295565,4551,563,1,home,unemployed,own
52,20000,3.9144443155789603,0.24425961817956746,2.4318747140926678,5,0,0.41806371330526837,4602,528,0,business,unemployed,mortgage
24,75874,8.197949830048014,0.10140367066801596,2.6021477013941254,5,0,0.19243406024474632,6428,569,1,education,part_time,rent
42,63857,1.615667456163271,0.7359492037066252,13.338520905481012,4,0,0.21086053339271305,9803,505,1,personal,part_time,rent
51,44567,11.382716904018185,0.16214813375078801,3.632544731001678,2,0,0.5872804215874698,4740,497,1,home,self_employed,rent
40,20000,1.3476419730580245,0.1503698055417431,2.5912931775161026,4,0,0.30471942813739955,34487,528,1,personal,full_time,mortgage
74,20000,0.39777693399018543,0.4699174469513576,7.001869204831486,4,0,0.3875944236469873,5024,410,1,personal,self_employed,own
19,20000,0.871405695437729,0.2506464945005833,6.5252614816909915,2,0,0.5450897807106317,1945,457,1,home,unemployed,rent
52,20000,9.07011338922542,0.16091696786943568,12.729173452178989,6,1,0.5629643943029787,36767,573,1,auto,full_time,rent
37,36230,2.700464814191209,0.3586726267861481,8.382732397025507,5,0,0.2079929170278433,6471,546,1,business,part_time,rent
49,20000,7.971405881947293,0.37030512648668285,2.8099811774574257,0,0,0.4533356553186961,10917,464,1,auto,full_time,rent
45,296631,3.788247828974478,0.4714533978419571,4.794935986947948,4,1,0.5891708347753593,8329,498,1,business,unemployed,mortgage
31,31728,3.2750114294059163,0.057989615024912046,1.2044821745863943,2,0,0.5972240678459101,6523,479,1,auto,full_time,rent
42,102232,8.223075995131948,0.23062530670436734,4.185747164601611,6,0,0.32286459119152644,15899,610,0,business,self_employed,rent
18,20000,2.7537922535678803,0.11223721354513724,7.313491459961808,2,1,0.4310251553406616,10162,508,0,education,part_time,rent
47,23764,8.098267851842728,0.27064385572300387,2.9963839317765495,4,1,0.45307567277709687,11220,529,1,business,part_time,own
43,39242,0.530482626473768,0.05087143399496779,3.6598560930311876,1,0,0.8173350344432174,9364,444,1,business,unemployed,rent
47,20000,5.057278324801253,0.29323669409090164,9.12147438955373,3,0,0.6080521688802317,11913,527,0,business,full_time,own
52,25906,6.063168619428008,0.34158819257330725,18.26261072044287,7,1,0.6891312619243989,2970,555,1,home,full_time,mortgage
44,30504,11.467997728149545,0.20962181569132174,5.4351844235708775,2,0,0.29751067555544697,8966,448,1,personal,self_employed,own
41,30117,1.2701013348467534,0.23673475036346894,6.711102652357919,5,0,0.4102939558507214,18615,600,0,home,full_time,rent
29,160186,4.634482373486413,0.2603104804443652,7.036210377263769,3,1,0.15411323874656865,12032,637,1,home,self_employed,own
31,49147,2.839242854697075,0.10121071118278246,6.950481653670057,6,1,0.2327165287880545,5696,538,1,auto,part_time,own
54,53295,2.4125811764162255,0.15020762683785557,1.2844401928373514,4,1,0.5493913111163383,24939,553,1,education,self_employed,rent
57,55922,0.564239913502044,0.05165559955951203,4.723960763707144,2,0,0.5514257875725239,25617,499,1,education,part_time,own
37,59284,0.7206992079546788,0.28614575759890637,3.7611695540168517,9,0,0.0975679690254358,5482,613,0,education,part_time,rent
40,33985,9.069671460080137,0.36524132531754416,3.612752693290864,7,0,0.630608052617149,11591,565,1,auto,self_employed,mortgage
29,28096,6.92654288233764,0.1439883474883868,7.555473331525054,2,0,0.3717021759135182,36813,552,1,business,part_time,rent
54,41500,2.409094823448658,0.27360581598391237,14.180334427586171,9,1,0.3773653648309169,13573,591,0,personal,unemployed,mortgage
47,91623,8.815468864054388,0.15539656683772057,13.90957034883106,5,2,0.2914077962345706,11892,652,0,education,full_time,mortgage
63,89410,0.42107382754231293,0.033002313930690134,4.649290938436151,4,0,0.5655247659292485,9584,601,1,home,unemployed,rent
29,29961,4.901132733820407,0.44419982067317343,5.5432719873859355,6,0,0.7420430249350312,3430,588,1,education,part_time,mortgage
35,67122,10.131439896464151,0.1848621855494099,2.775845440368749,3,0,0.47753789864076857,22011,559,0,education,unemployed,rent
42,31080,9.127539919214747,0.2373516916504399,0.4399189103953456,6,0,0.41511533856192767,7882,584,1,personal,part_time,rent
47,37312,2.332311614930565,0.2633521046832085,14.90429433755505,2,1,0.7235450283133766,10305,538,1,education,self_employed,rent
37,24864,6.83704612701069,0.04917846358191108,1.4490629031584605,6,1,0.118455419557359,18489,472,1,auto,full_time,own
29,31403,2.7884345204416587,0.44801984930591787,4.497336160779605,5,0,0.46263899606500447,6307,482,1,personal,full_time,mortgage
50,106198,9.167226821200442,0.39121840651680456,2.406907245694768,6,1,0.09194343749523919,3193,523,1,auto,self_employed,own
48,39102,3.783225351697892,0.15766818241385733,3.4671812589399793,5,0,0.4185282107695639,5205,498,1,auto,full_time,mortgage
29,40466,7.237808240488867,0.26463901685595553,4.075232982491766,5,1,0.23521514485895445,5622,504,1,personal,self_employed,own
56,20000,0.40915092537908476,0.25749668699485395,15.631676683024994,4,0,0.24394977004273988,12058,582,1,auto,part_time,own
54,28356,4.458307333388288,0.05488964329537858,1.7221417903035516,3,2,0.16866518923633572,6006,486,1,education,part_time,own
41,29939,3.9956970059438444,0.2027193074853349,2.977267282510296,5,0,0.6446460316414232,2091,533,1,business,unemployed,mortgage
40,20000,4.707744268905653,0.055170729647921836,6.774754933580561,6,0,0.5455525176814091,2619,582,1,personal,full_time,own
46,36950,5.947746753138386,0.23821859958985875,4.565479598218189,1,1,0.43108710145736634,4749,506,1,home,unemployed,rent
29,25761,12.511829091738633,0.05649995818847738,5.485662506828087,4,0,0.3897378575427106,6361,592,1,business,part_time,mortgage
40,38715,7.701473835968134,0.40282256941905104,2.4648228575853,1,1,0.620055248923676,5306,401,1,business,unemployed,rent
18,40022,1.239986767104425,0.4069331542378177,1.6384098636633078,3,0,0.709530048620058,5513,422,0,education,unemployed,mortgage
50,20000,8.740520019514044,0.21544685578775888,5.773594407052708,0,1,0.4591792758606402,8200,547,0,auto,unemployed,own
21,26397,0.6509971922854779,0.24389350364570567,4.521562813225302,2,0,0.6122815291871807,10552,500,1,auto,full_time,own
58,38634,4.866932901703296,0.4045243775738329,3.7513095044229887,6,0,0.16078458536463971,2717,559,0,auto,full_time,own
36,93661,10.71739675946381,0.26024566059891413,1.3121661908963644,2,0,0.33294433219289843,16246,581,0,personal,unemployed,own
37,44594,0.5330401018690447,0.06418264384322754,27.75174884429118,5,1,0.2832941493420334,8749,677,0,home,self_employed,mortgage
32,21385,9.475365516232756,0.3205419316349101,2.6322343204751633,3,0,0.5529011932135752,3648,517,0,auto,self_employed,mortgage
36,49971,8.012826272475927,0.2857099598076608,2.5408217145884584,3,0,0.5222274141990302,4021,453,1,business,unemployed,mortgage
57,142349,3.5036335018141274,0.07184712345933036,4.253072189017671,3,1,0.0983175825564822,22286,594,1,business,unemployed,own
18,75611,1.8473363924377126,0.40190775016001157,0.2012961491391198,6,2,0.46949506842856326,4518,506,1,home,unemployed,rent
55,56275,2.599653312831345,0.21283799054358643,3.8511910938763503,7,1,0.16094042203730224,6974,566,1,education,full_time,rent
44,64891,17.31400278775371,0.14101123264688809,11.75523405484218,4,1,0.1966427705901918,7133,654,1,home,unemployed,rent
25,114916,1.1263387550979111,0.05480663839492711,9.34786507152146,6,0,0.6998054892040146,12336,577,1,home,unemployed,rent
27,85862,4.332794197182172,0.3968961660888918,2.3607023450714957,4,0,0.061711070490957275,2642,514,1,business,full_time,rent
60,57148,0.434551898879285,0.46806000377319695,3.619638462494011,7,0,0.12399838635963913,3868,508,1,auto,part_time,own
28,85383,1.228819006123119,0.33059067091168326,4.131617635143032,4,1,0.438373851863857,5408,514,1,personal,full_time,rent
26,20000,7.205155002464483,0.3190386873978346,6.3313449439016445,3,0,0.10600599092599304,17167,547,1,education,part_time,own
53,20000,1.8019738435852617,0.27141591746617677,3.1973371883662547,3,0,0.7608930422713346,2277,434,0,personal,self_employed,mortgage
44,41178,21.260633837271627,0.39230011005229976,7.407187505769187,5,2,0.24583334999557382,12144,546,1,home,unemployed,rent
28,38366,3.473913016613554,0.5551545363115991,9.284839832707583,5,0,0.1533283477788931,8737,528,0,education,full_time,mortgage
42,23502,3.6339265102793568,0.04953523354582095,1.5802258579565627,3,2,0.2556756112327184,6818,491,1,auto,full_time,rent
27,70310,0.18495265384462803,0.13743047088208518,5.591406713014562,6,0,0.10377824354522677,25322,625,1,auto,part_time,own
53,20000,15.678047314234696,0.15370860515016183,11.985335384585616,5,0,0.127178108993064,5624,725,0,personal,part_time,own
52,23675,0.9572158074372026,0.1269217889300173,10.757700931556197,3,1,0.5821561862793152,21909,521,1,home,self_employed,rent
46,24637,3.8646394332409355,0.18177874336763641,8.37004817659434,8,0,0.42113219367292853,4935,570,1,auto,self_employed,rent
44,20000,2.5182125043688837,0.13744348671168638,9.36548756271711,3,0,0.3682907557377492,2134,536,1,home,part_time,own
61,120064,2.685717100121265,0.5346899843560396,4.9259345598412105,2,0,0.5004844802670187,14737,471,1,auto,self_employed,rent
39,20000,5.154303260478481,0.2619196637155463,8.835159139209294,2,0,0.6392490930544402,3872,460,1,education,full_time,own
25,22682,5.424858880914176,0.12175863376247129,6.24906693204384,5,1,0.6731374218130706,7555,586,0,business,part_time,mortgage
45,75085,0.8378856494806914,0.11183546332907264,1.8044337125990872,1,1,0.3818737303526167,35771,504,1,home,part_time,mortgage
65,60890,3.4616041416340133,0.167824496977877,2.12456421203024,3,0,0.35116823506312356,23721,548,1,personal,unemployed,rent
27,20000,7.814619520426024,0.2962734655535849,0.9917134234111518,1,0,0.4460660253772984,5572,426,1,home,full_time,rent
35,62692,2.9285225224869404,0.22338649812976644,13.561259352227573,7,0,0.8010426960905178,5325,620,0,auto,unemployed,rent
44,45790,0.9064372832587761,0.28021257223926505,3.211412111994722,6,0,0.480033032194648,17292,542,1,education,self_employed,rent
39,234785,1.8786840998645948,0.02931296877510841,22.15687828083653,3,1,0.26526146970468395,8306,745,0,personal,self_employed,own
28,50168,1.193694927529403,0.3680576737445678,4.197966175444723,3,1,0.688364659792371,13745,490,1,business,self_employed,own
53,32435,0.6723303917634582,0.4161298952908465,4.393757201275932,2,0,0.5145420574708548,19333,481,1,business,self_employed,mortgage
67,20000,2.3707099216684813,0.4994936452010057,2.8717594126340154,5,0,0.5236660770427404,12159,430,1,home,self_employed,mortgage
42,20022,3.8928308742996065,0.4859185175762148,0.8882429252389731,5,0,0.4127362148136047,5048,397,1,home,unemployed,mortgage
29,20000,0.37766853780139303,0.31120913033351855,16.92456073649149,1,2,0.3082637348570738,18219,509,1,education,part_time,rent
21,108757,4.629475687212686,0.5118244330739602,2.753468323716084,3,0,0.4407672011114143,14539,518,0,home,full_time,rent
43,36841,24.82671346036854,0.024682761143003537,1.5434261382324315,2,0,0.27700874664496417,6330,613,0,home,self_employed,mortgage
53,57079,16.638563549967934,0.12057496162084665,9.063074728216954,4,0,0.38493002528796355,7627,602,1,auto,self_employed,mortgage
45,121953,8.83553376031359,0.46085819338123507,6.931434452054415,3,1,0.43849481741105384,8129,530,0,auto,part_time,own
39,20000,1.5485554486356108,0.257754185477501,5.4974011691922335,4,0,0.1379901246771999,46684,530,1,home,unemployed,own
32,101022,0.11331230567223988,0.5165484824766382,2.7820079137527163,3,0,0.24774673595843552,8835,496,1,education,part_time,rent
26,37961,8.965052343493994,0.18971847257468727,3.6771945576726885,6,1,0.38624165067318683,10288,628,0,business,self_employed,own
50,51433,0.2866639615728491,0.42758348026573806,9.733909753669451,3,0,0.48775744715668734,6213,521,1,business,part_time,mortgage
50,20000,1.15101758079711,0.3718276181411024,4.566567697361596,5,0,0.3138381773224845,5869,544,1,home,part_time,rent
21,20000,3.9312842861553863,0.21070105248930776,1.099971876205216,7,0,0.7470708157385856,4231,529,1,auto,full_time,mortgage
59,53695,0.9823744567387626,0.040119068958310786,1.3689733261476258,3,1,0.4350130413284702,15923,573,0,auto,part_time,own
46,244673,8.972465951162715,0.1587300730951239,7.793691642119567,3,0,0.2767977197852489,18872,689,0,auto,full_time,rent
56,81036,7.506499453944687,0.20129812084747736,4.522087319280942,4,1,0.17156345590793837,17829,597,1,auto,part_time,own
23,99949,7.048214254854108,0.47374185660766427,0.10105819250886983,1,1,0.09644976354666493,13125,448,1,personal,part_time,mortgage
23,31144,8.467566633305648,0.23975381620875202,8.367350405917788,5,0,0.4521066387484563,8343,579,1,personal,full_time,mortgage
38,22467,1.240395496875237,0.26561213340046635,9.394096496575987,2,0,0.5008179251260312,8756,481,1,business,unemployed,mortgage
46,20000,6.52619700480636,0.3253243592035341,1.7213581215184157,4,1,0.32576595112172585,19572,479,1,business,self_employed,rent
61,24572,2.1947074778998528,0.08601300194893395,1.3220039875028813,3,1,0.23922592501283368,29261,548,0,business,full_time,rent
48,20000,5.495733550755166,0.4105996539678203,11.376167349739177,6,1,0.40696972397226355,16990,554,1,auto,unemployed,rent
37,20334,0.6506671676237574,0.4129337653795283,17.93739732386705,2,0,0.1588541202299999,18860,582,1,business,full_time,mortgage
27,23195,6.113851545731728,0.6396089989060524,2.3933433241949533,2,1,0.06341797690590267,13626,370,1,personal,unemployed,mortgage
54,31562,17.897028071067318,0.4571462606692579,2.9838785014457527,5,0,0.4330762730545677,15688,573,1,business,full_time,own
28,40352,0.22289712685383745,0.43672992433703584,16.722967596589413,7,0,0.28567649305994497,14049,536,1,education,full_time,rent
59,48531,0.4926356998013487,0.42920556582736474,2.2566425789584943,8,0,0.06220586990008767,5523,557,1,education,part_time,rent
36,35884,0.6598731241571621,0.27893522480283667,4.951060970952751,3,0,0.38181171066644715,4024,451,1,education,self_employed,rent
59,22807,2.815543573775922,0.14531602583723358,4.527952455129465,2,0,0.6180774877166505,5731,440,1,home,unemployed,mortgage
48,20000,1.7179488257284223,0.16892060081005197,1.4515897171356202,4,0,0.7406095148630994,19037,467,1,personal,unemployed,rent
38,22919,8.223257317040865,0.22120081795228613,3.4040605318560075,7,0,0.40554713711323015,3485,512,1,education,full_time,rent
33,20000,3.2102482990831556,0.3028400153173818,1.218254951128152,3,0,0.499648625324399,17967,477,1,business,full_time,rent
35,52725,3.3134520894700854,0.10970661592338346,10.00742756366416,4,0,0.362739113324738,4202,596,1,business,part_time,mortgage
45,75164,6.312215120306589,0.2339335164379191,4.994414410913251,2,1,0.39008335862247456,8874,494,0,auto,full_time,mortgage
40,76945,2.2468419005198466,0.2882633388426348,11.516752252292465,8,1,0.48322304357136675,9991,534,0,personal,unemployed,rent
32,66540,2.1786467819143835,0.34999546932120784,1.8240531445934862,6,0,0.5405501002105046,7607,486,1,home,part_time,mortgage
38,32636,7.071954749709695,0.2760296786986357,8.753449991018647,3,1,0.7716332377293277,15529,522,1,home,self_employed,mortgage
40,23919,7.571587522193912,0.32294062190495193,1.5857051135937383,1,1,0.09191014731406498,9257,499,1,home,unemployed,mortgage
18,20000,0.07251720401351502,0.1354360000682844,2.507061013412036,1,0,0.19076469187180758,10501,521,0,auto,self_employed,rent
45,20000,0.776200807889421,0.44611415182955927,0.9319735958067911,4,0,0.38878013696899644,4749,480,1,personal,self_employed,rent
28,80296,1.198258960150347,0.06414360095660919,2.804237204812053,3,1,0.4867101036358603,1509,509,1,personal,self_employed,mortgage
26,31578,2.1662410603319957,0.12277466835544104,4.306246819110679,3,1,0.14299103071694194,22283,474,1,education,part_time,rent
19,20000,1.7226597289958838,0.35817951774206064,6.247209803262465,5,0,0.5095019155390283,13713,445,1,auto,part_time,rent
18,20000,5.520939744888823,0.3005649993264431,9.975515405086224,3,0,0.4927716875190403,8184,483,1,personal,full_time,rent
23,20000,8.805236772301532,0.09378173477983548,4.164307508457462,4,0,0.5566962860970524,6756,548,0,personal,self_employed,rent
31,37587,1.066504388432979,0.3517247241624163,2.8639314559216618,3,0,0.23324626322910977,14410,489,1,business,self_employed,own
63,85303,4.138882285071535,0.1620783344313278,3.800011819941413,1,3,0.7055279876843682,8007,491,1,business,self_employed,own
33,27490,2.2928759256607343,0.07082793447511476,3.9450588482541975,3,1,0.5939083250889642,4918,474,1,home,unemployed,rent
42,20000,3.5238510859939205,0.13351648693182727,5.058313479518749,4,2,0.6548558367053137,6145,472,1,auto,self_employed,rent
44,31215,4.847901690246944,0.09108764516730919,2.763207758166448,5,1,0.06852654538183556,15152,536,1,home,full_time,mortgage
41,32049,11.20273998979804,0.03706997069253755,6.244042836585905,6,0,0.7962282604392452,6715,565,0,auto,self_employed,own
39,30335,1.0677774936670839,0.4068504504671168,3.6465977266412315,2,0,0.4838581082781626,13146,450,1,personal,self_employed,rent
25,21983,0.4551330657574333,0.11595126910994484,3.7500869456122787,4,0,0.5366502494489832,14051,549,1,home,unemployed,rent
57,43215,4.933725841849917,0.3481473518011754,8.461817675912634,3,0,0.24515227763674935,13917,569,1,auto,unemployed,rent
61,38288,2.5054561914719438,0.5784307301383592,0.7698918901570855,1,0,0.5716962594466377,10581,373,1,personal,unemployed,mortgage
19,35601,0.8890747936510014,0.04439731154621364,2.13818129374948,7,0,0.3883682535611792,6700,519,1,education,unemployed,mortgage
27,50519,0.6226440026360143,0.33936779724045535,8.58123032777823,6,0,0.5755498319715198,5185,493,1,home,part_time,own
36,25748,4.092529297721713,0.2475926030932618,9.025807070680669,2,0,0.03958672035584343,15709,504,1,personal,full_time,mortgage
28,24605,1.7867372395813588,0.16737569049057158,9.433399094978299,2,0,0.316946939600587,12768,580,1,home,unemployed,mortgage
46,109545,29.812208249913773,0.5939920828211115,10.310175937348195,7,0,0.16518767715027727,2919,720,0,education,self_employed,own
31,56810,2.603545013669274,0.4379835527113874,14.389567206550607,1,3,0.36789925648121896,10193,471,0,personal,part_time,rent
65,70372,1.1931048599615355,0.6312462225918006,8.319901648568175,4,1,0.6649940619886822,10919,443,1,education,full_time,rent
54,96846,4.955732063271084,0.23175635990121166,15.64036791236989,1,1,0.5612280400945179,3047,531,0,home,full_time,own
42,55312,1.4002555766381546,0.4085528503705029,11.648162274314089,6,0,0.09932671468061398,12874,566,0,auto,self_employed,mortgage
52,76321,3.4069433503275115,0.20408626749564276,0.4910325673445227,4,0,0.15809814741566158,26399,536,1,education,part_time,rent
53,20000,3.2944648979980693,0.2785392296998155,1.5431298075918032,8,0,0.14673710719754762,4067,576,1,personal,unemployed,rent
33,42758,3.021632146439299,0.2822576176002018,4.402000733969895,5,1,0.5897476494923314,17465,479,1,education,unemployed,mortgage
30,31376,7.950277265744781,0.5555502313201711,9.63994775450183,1,1,0.39631065437871416,1726,465,1,home,unemployed,rent
40,138988,1.2206422704604336,0.3122060010400542,9.163981209456153,3,0,0.41845775722122475,4921,577,1,business,unemployed,rent
50,76276,11.733066582307538,0.433266953314922,8.622020572543576,4,0,0.09485845333843847,52424,637,1,personal,part_time,own
41,21930,7.8352577879436485,0.05359737967979648,3.1161593661741316,3,0,0.42706097461071585,14725,488,1,education,self_employed,own
21,48934,2.025743522670203,0.1353204843619113,7.718648206824863,5,1,0.8398514687013646,7010,457,0,home,full_time,own
30,41528,0.9959298627564697,0.276828589310725,7.299051537818297,6,0,0.35548833736567753,8593,544,1,home,self_employed,rent
39,52232,1.63929238057237,0.1505511918921812,5.368800767875183,3,0,0.37741574934753863,10665,529,1,auto,self_employed,own
39,20000,2.02210012380836,0.5334154263667937,4.50256222551085,3,0,0.4763260598630224,9801,432,1,personal,unemployed,mortgage
63,48436,4.070173299172961,0.4976242731653562,3.276857917144458,5,0,0.2294922793868118,8991,472,1,auto,self_employed,mortgage
23,30256,0.23738801604454726,0.3690810840440843,2.5723188672362247,4,0,0.6227207985541412,15153,461,1,auto,self_employed,own
46,45522,12.287963273902161,0.10808369282536165,5.606486303165152,3,0,0.24255039712507584,14073,644,0,auto,unemployed,own
57,20342,0.5194460853048625,0.1673964733175523,13.700136267441954,7,2,0.5868772839503473,33252,590,1,personal,self_employed,own
67,22741,1.6374770049279495,0.29096292945181496,0.8886782130392095,2,1,0.19914782073367912,4327,498,1,personal,full_time,own
35,92880,0.5786675253843628,0.12657952346819254,8.929429598170145,8,0,0.07206763964797054,7212,671,0,business,full_time,rent
45,20000,1.4830949501811943,0.14775434128498083,16.028520735038718,3,1,0.47843588165904416,5943,533,1,personal,unemployed,own
46,20000,9.090737513383257,0.3234895685421596,14.35539667922381,7,1,0.5701323604764308,5703,576,1,education,part_time,own
42,34847,4.774843509677739,0.3346499478957959,2.895112440137454,5,0,0.5159203385643836,13957,485,1,auto,self_employed,mortgage
38,20000,1.2894723077665506,0.39274130728962386,3.778071511828545,4,1,0.266990461362047,4757,506,1,business,full_time,mortgage
45,20000,10.269201531498595,0.618281517644081,3.3250079314441097,4,0,0.5086148553788071,3971,438,1,auto,self_employed,mortgage
18,39500,8.065022807320158,0.38510211731766253,19.823943276173097,3,2,0.8412884241997387,6499,570,0,home,self_employed,rent
